Trial#,Year,State,Site,Site_Prod,Plot_ID,Block,N_Trt,Plant_N,Side_N,Plant_N_SI,Side_N_SI,Plot_ha,Plnt_Pop,VTPwet,Vtsubwet,Vtsubdry,VT_TissN,VTPM,VTPdry,VTNC,VTBdryY,VTN,PMPwet,PMsubwet,PMsubdry,PMGdry,PMCdry,PM_TissN,PM_GrainN,PMPM,PMPdry,VN,GN,CN,PMN,CHI,HI,GRwt,GRM,Yield_SY,Yield_Bu,GYdry,CYdry,VYdry,TotdryM,V5Pdry,V5_TissN,V5NC,V5BdryY,V5N,V9Pwet,V9subwet,V9subdry,V9_TissN,V9PM,V9Pdry,V9NC,V9BdryY,V9N,R4Pwet,R4subwet,R4subdry,R4_TissN,R4PM,R4Pdry,R4NC,R4BdryY,R4N,Comments
4,2014,IL,Urbana,High,116,1,8,280,0,315,0,0.00218,31593,3560.76,504.5,92.6,1.99,81.6,653.6,13.0,8496.7,169.1,1431,299.5,191.7,1272.75,153.85,0.65,1.16,36,915.9,61.1,151.6,10.2,223,0.892,0.543,34.0816326530612,20,15469.3,246.7,13071.5,1580.1,9406.9,24058.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,201,2,5,160,0,180,0,0.00218,32742,2653.56,429.8,110.1,2.08,74.4,679.8,14.1,9158.5,190.5,1131,255.2,185.3,1120.23,144.29,0.71,1.15,27.4,821.2,60.4,133.4,9.3,203,0.886,0.537,30.6303854875283,21,13723.9,218.8,11596.7,1493.7,8501.3,21591.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,202,2,16,80,160,90,180,0.00218,32742,2880.36,452.5,104.8,2.25,76.8,667.1,15.0,8988.0,202.2,891,192.8,149.6,1020.82,127.99,0.82,1.2,22.4,691.4,68.9,149,10.5,228.4,0.889,0.555,32.6848072562358,20.2,14691.6,234.3,12414.4,1556.5,8407.7,22378.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,203,2,7,240,0,270,0,0.00218,32742,2993.76,445.6,95.3,1.88,78.6,640.3,12.0,8626.5,162.2,1231,287.1,202.1,1147.9,152.61,0.86,1.29,29.6,866.5,72.7,144.5,10.4,227.6,0.883,0.53,29.1655328798186,20.1,13253.9,211.4,11199.6,1489,8454.5,21143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,204,2,11,40,120,45,135,0.00218,33125,3175.2,457,101.4,2.4,77.8,704.5,16.9,9603.2,230.5,871,228.4,178.1,1037.08,123.45,0.7,1.16,22,679.2,55.9,141.3,9.5,206.7,0.894,0.564,31.5238095238095,18.9,14420.3,230,12185.2,1450.5,7980,21615.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,205,2,1,0,0,0,0,0.00218,33316,1837.08,432,101.4,1.09,76.5,431.2,4.7,5911.6,64.4,931,256.4,166.2,487.56,67.8,0.51,0.9,35.2,603.5,25.6,36.6,3,65.2,0.878,0.421,10.5260770975057,20.4,4806.1,76.6,4061.1,564.7,5026.7,9652.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,206,2,12,40,160,45,180,0.00218,34848,3311.28,485.4,97.1,2.01,80.0,662.4,13.3,9498.7,190.9,891,235.4,172.6,1054.87,128.21,0.65,1.13,26.7,653.3,55.2,155.1,10.1,220.4,0.892,0.574,35.6462585034014,18.9,16242.2,259,13724.7,1668.1,8499.9,23892.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,207,2,9,40,40,45,45,0.00218,34274,2812.32,346.8,76.4,1.75,78.0,619.6,10.8,8737.9,152.9,811,243.5,196,789.03,105.45,0.49,0.93,19.5,652.8,36.6,84,5.8,126.5,0.882,0.51,23.297052154195,18.7,10694.5,170.5,9036.9,1207.7,7476.6,17721.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,208,2,3,80,0,90,0,0.00218,32742,2744.28,432.7,103.3,0.99,76.1,655.2,6.5,8827.0,87.4,1111,244.9,184.1,853.05,119.31,0.55,0.99,24.8,835.2,50.7,93.3,6.9,150.9,0.877,0.472,23.9591836734694,17.7,11150.9,177.8,9422.5,1317.9,9225.1,19965.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,209,2,4,120,0,135,0,0.00218,33316,2903.04,537.3,124.5,1.33,76.8,672.7,8.9,9222.1,122.7,1111,252.1,168.8,1055.39,131.25,0.49,1.17,33,743.9,40.2,136,8.5,184.6,0.889,0.547,30.4081632653061,20,13758.5,219.4,11625.9,1445.8,8194.6,21266.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,210,2,10,40,80,45,90,0.00218,33508,2789.64,503.2,112.1,1.21,77.7,621.5,7.5,8568.9,103.7,871,204,152.7,954.59,113.21,0.5,1.11,25.1,652,39.6,128.8,8.1,176.5,0.894,0.555,30.2086167800454,19.3,13731.9,219,11603.5,1376.1,7925,20904.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,211,2,15,80,80,90,90,0.00218,32550,3243.24,488,114.9,1.8,76.5,763.6,13.7,10228.3,184.1,1011,282.2,207.2,1048.47,125.8,0.62,1.22,26.6,742.3,49.9,138.6,9,197.5,0.893,0.547,29.9229024943311,20.6,13447,214.4,11362.7,1363.3,8044.7,20770.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,212,2,8,280,0,315,0,0.00218,31593,3152.52,484.4,107.4,2,77.8,699.0,14.0,9087.0,181.7,1211,322.2,203.6,987.81,135.83,0.93,1.4,36.8,765.2,73.2,142.3,10.3,225.8,0.879,0.523,26.734693877551,20.7,12027.4,191.8,10163.2,1397.5,7873.2,19433.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,213,2,2,40,0,45,0,0.00218,33508,2903.04,459.1,109.5,0.69,76.1,692.4,4.8,9547.2,65.9,1071,286.3,199.5,815.78,105.45,0.58,0.97,30.3,746.3,40.6,74.2,5.5,120.4,0.886,0.489,19.6961451247166,19.3,9058.1,144.4,7654.1,989.4,7002.2,15645.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,214,2,13,40,200,45,225,0.00218,33125,3039.12,487.1,105.2,1.5,78.4,656.4,9.8,8946.8,134.2,891,218.2,169.8,1033.64,123.53,0.6,1.13,22.2,693.4,50.7,142.4,9.3,202.4,0.893,0.559,32.9024943310658,19.5,14917.5,237.9,12605.3,1506.5,8455.6,22567.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,215,2,6,200,0,225,0,0.00218,34657,3175.2,395.2,92.3,2.24,76.6,741.6,16.6,10575.7,236.9,1111,312,219.2,1127.09,137.18,0.6,1.24,29.7,780.5,47.3,141.3,9.1,197.6,0.891,0.551,29.5691609977324,19.7,13481.6,215,11391.9,1386.5,7889.3,20667.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,216,2,14,40,240,45,270,0.00218,33125,2948.4,334.7,77.9,2.48,76.7,686.2,17.0,9353.9,232.0,1071,253.5,177.7,1177.16,142.77,0.68,1.24,29.9,750.8,56.1,160.3,10.4,226.7,0.892,0.568,33.3469387755102,18.9,15297.7,243.9,12926.6,1567.8,8244.2,22738.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,301,3,1,0,0,0,0,0.00218,35231,1837.08,375.5,78.8,1.09,79.0,385.5,4.2,5589.1,60.9,951,293.7,141.2,388.37,55.18,0.4,0.87,51.9,457.2,17.1,31.6,2.3,51,0.876,0.431,9.25170068027211,18.5,4297.7,68.5,3631.6,516,4275.2,8422.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,302,3,9,40,40,45,45,0.00218,33125,2585.52,387.2,87.9,1.68,77.3,587.0,9.9,8000.6,134.4,911,226.8,164.5,750.16,94.94,0.45,0.93,27.5,660.8,33.8,79.3,5.4,118.5,0.888,0.498,21.7777777777778,18,10086.6,160.8,8523.2,1078.7,7507.4,17109.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,303,3,12,40,160,45,180,0.00218,29870,2880.36,399,87.1,2.09,78.2,628.8,13.1,7728.5,161.5,831,254.2,205,1069.16,132,0.58,1.13,19.4,670.2,42.5,132,8.4,182.8,0.89,0.571,29.8231292517007,18.1,13819.4,220.4,11677.4,1441.7,7319.5,20438.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,304,3,14,40,240,45,270,0.00218,33316,2744.28,430,94.2,1.61,78.1,601.2,9.7,8242.1,132.7,911,221.3,158.8,1040.86,123.07,0.71,1.11,28.2,653.7,55.3,137.7,9.3,202.3,0.894,0.573,31.9501133786848,18.5,14679,234.1,12403.8,1466.6,7790.2,21660.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,305,3,6,200,0,225,0,0.00218,32167,2880.36,475.1,92.5,2.03,80.5,560.8,11.4,7423.2,150.7,971,268.6,192.9,1097.47,134.12,0.55,1.27,28.2,697.3,41.2,149.6,9.2,199.9,0.891,0.569,30.7301587301587,19.9,13937.6,222.3,11777.2,1439.3,7483.4,20699.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,306,3,13,40,200,45,225,0.00218,35805,2608.2,470.4,110.8,1.3,76.4,614.3,8.0,9051.7,117.7,891,221.9,172.7,1096.49,129.78,0.67,1.2,22.2,693.4,54.8,155.2,10.1,220.1,0.894,0.571,33.1065759637188,18,15309.8,244.1,12936.8,1531.2,8181.5,22649.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,307,3,3,80,0,90,0,0.00218,33125,2562.84,439.2,101,1.42,77.0,589.4,8.4,8033.5,114.1,1111,254.9,160.7,784.78,102.28,0.54,1.04,37,700.4,43.3,93.4,6.6,143.2,0.885,0.494,23.0657596371882,18.4,10627.8,169.5,8980.5,1170.4,8015.2,18166.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,308,3,16,80,160,90,180,0.00218,35039,3243.24,386.6,88.7,2.2,77.1,744.1,16.4,10729.2,236.0,991,228.1,177.6,1122.28,133.57,0.67,1.16,22.1,771.6,61.3,154.4,10.4,226.1,0.894,0.554,33.8639455782313,17.5,15752.2,251.2,13310.6,1584.2,9151.4,24046.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,309,3,11,40,120,45,135,0.00218,33699,3084.48,438.3,93,1.76,78.8,654.5,11.5,9075.7,159.7,971,235.2,170.9,925.75,112.68,0.51,1.04,27.3,705.5,39.8,106.6,7,153.4,0.891,0.531,27.2108843537415,21.2,12124.7,193.3,10245.4,1247,7808.3,19300.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,310,3,5,160,0,180,0,0.00218,31784,3946.32,453.4,91.1,1.53,79.9,792.9,12.1,10370.8,158.7,851,177.3,143.5,952.98,116.58,0.5,1.11,19.1,688.8,40.6,124.8,7.9,173.3,0.891,0.542,29.18820861678,19.2,13300.5,212.1,11238.9,1374.9,8122.9,20736.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,311,3,7,240,0,270,0,0.00218,33891,3129.84,479.4,92.7,1.56,80.7,605.2,9.4,8440.2,131.7,1111,253.6,169.5,1063.62,130.24,0.67,1.25,33.2,742.6,49.6,132.5,8.7,190.8,0.891,0.549,27.7278911564626,20.4,12540.5,200,10596.7,1297.6,7398.1,19292.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,312,3,4,120,0,135,0,0.00218,31401,2766.96,465.2,108.7,1.93,76.6,646.5,12.5,8354.4,161.2,1131,292.9,175.2,959.9,123.33,0.44,0.98,40.2,676.5,29.3,92.7,5.9,127.9,0.886,0.545,24.281179138322,18.9,11194.5,178.5,9459.4,1215.4,6666.8,17341.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,313,3,15,80,80,90,90,0.00218,33125,3470.04,474.4,99.5,1.24,79.0,727.8,9.0,9920.5,123.0,851,217.8,172.5,876.47,107.01,0.43,1.08,20.8,674,36.3,118.7,7.4,162.5,0.891,0.529,28.4036281179138,18.6,13007.8,207.4,10991.6,1342,8452.5,20786,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,314,3,10,40,80,45,90,0.00218,31210,3447.36,514.6,105.1,1.83,79.6,704.1,12.9,9042.4,165.5,811,227.7,184.9,915.64,103.6,0.42,1.09,18.8,658.6,32.3,116.6,7.1,156,0.898,0.546,27.2925170068027,17.8,12657.1,201.8,10695.2,1210.1,7692.4,19597.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,315,3,8,280,0,315,0,0.00218,33699,3583.44,369.2,79.8,2.07,78.4,774.5,16.0,10740.6,222.3,1271,293.4,175.8,984.6,132.93,0.57,1.37,40.1,761.6,53.9,167.5,10.6,232,0.881,0.524,31.8503401360544,19.3,14466.3,230.7,12224.1,1650.4,9455,23329.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,316,3,2,40,0,45,0,0.00218,34082,2517.48,394.1,102.1,0.85,74.1,652.2,5.5,9147.1,77.8,771,183.2,145.3,551.7,74.02,0.43,0.9,20.7,611.5,31.8,60.1,4.4,96.4,0.882,0.446,16.8707482993197,16.8,7907.6,126.1,6681.9,896.5,7406.2,14984.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,401,4,4,120,0,135,0,0.00218,32550,2857.68,390.4,92.2,2.15,76.4,674.9,14.5,9039.8,194.4,1111,275.5,198.7,893.17,122.16,0.4,0.93,27.9,801.3,36.5,94.6,6.3,137.4,0.88,0.492,26.1541950113379,18.5,12038.5,192,10172.5,1391.3,9126.1,20689.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,402,4,16,80,160,90,180,0.00218,32359,3356.64,407.5,91.4,1.95,77.6,752.9,14.7,10025.0,195.5,891,216.8,174.3,1083.85,127.39,0.53,1.19,19.6,716.3,42.9,145.6,9,197.6,0.895,0.562,31.6507936507936,19,14484.3,231,12239.3,1438.5,8089.1,21766.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,403,4,9,40,40,45,45,0.00218,32933,2517.48,397.7,81.3,1.47,79.6,514.6,7.6,6974.4,102.5,991,316.8,198.9,740.59,93.79,0.38,0.96,37.2,622.2,24.1,72.6,4.6,101.4,0.888,0.508,19.4421768707483,18.9,8948.4,142.7,7561.4,957.6,6352.5,14871.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,404,4,15,80,80,90,90,0.00218,32742,2948.4,477.5,112.4,1.93,76.5,694.0,13.4,9350.9,180.5,971,225.4,165.4,1009.17,122.99,0.5,1.09,26.6,712.5,38.4,118.6,7.5,164.5,0.891,0.547,27.5011337868481,17.3,12875.3,205.3,10879.6,1325.9,7681.6,19887.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,405,4,7,240,0,270,0,0.00218,33699,2812.32,441.7,91.6,1.79,79.3,583.2,10.4,8087.6,144.8,1031,234.8,169.5,1072.02,127.26,0.58,1.19,27.8,744.3,47.9,141.6,9.1,198.6,0.894,0.552,30.7074829931973,18.9,14080.4,224.5,11897.9,1412.4,8260.3,21570.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,406,4,10,40,80,45,90,0.00218,32933,2472.12,380.8,93.9,1.96,75.3,609.6,11.9,8261.2,161.9,771,328.2,236.2,776.08,96.3,0.44,1.03,28,554.9,30.8,100.9,6.3,138.1,0.89,0.544,24.8344671201814,17,11593.9,184.9,9796.8,1215.6,7004.5,18017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,407,4,5,160,0,180,0,0.00218,31976,3265.92,377.6,74.3,2.19,80.3,642.6,14.1,8455.8,185.2,931,264.3,193.6,822.09,107.37,0.42,1.06,26.7,682,35.7,108.7,6.9,151.3,0.884,0.51,26.2902494331066,18,12131.3,193.5,10251,1338.8,8503.6,20093.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,408,4,12,40,160,45,180,0.00218,32359,2835,445.4,106.3,1.08,76.1,676.6,7.3,9009.5,97.3,851,201.9,165.9,1101.63,124.24,0.54,1.11,17.8,699.3,41.7,134.9,8.5,185.1,0.899,0.572,30.7619047619048,17.3,14387.1,229.4,12157.1,1371.1,7716.8,21245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,409,4,13,40,200,45,225,0.00218,32550,3107.16,413.9,89.9,1.43,78.3,674.9,9.7,9039.7,129.3,831,196.5,153.4,1098.52,130.13,0.6,1.17,21.9,648.7,42.4,140,8.8,191.2,0.894,0.585,31.1746031746032,19.7,14164.9,225.9,11969.3,1417.9,7068.5,20455.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,410,4,2,40,0,45,0,0.00218,33316,1995.84,359.7,83.8,1.02,76.7,465.0,4.7,6374.6,65.0,811,229.8,154.1,493.57,69.34,0.39,0.9,32.9,543.8,24.7,51.8,3.7,80.2,0.877,0.446,14.562358276644,17.1,6811.4,108.6,5755.6,808.6,6341.8,12906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,411,4,8,280,0,315,0,0.00218,34848,3583.44,512.8,107.8,1.6,79.0,753.3,12.1,10802.4,172.8,851,181.8,145.2,966.03,115.03,0.58,1.23,20.1,679.7,47.1,141.9,9.1,198.1,0.894,0.549,30.0589569160998,19.4,13656.4,217.8,11539.6,1374.1,8119,21032.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,412,4,1,0,0,0,0,0.00218,33699,1882.44,441.5,97.9,0.85,77.8,417.4,3.5,5788.4,49.2,951,264.3,141.3,472.53,68.85,0.42,0.93,46.5,508.4,17.5,36,2.6,56,0.873,0.45,9.64172335600907,17.3,4578.3,73,3868.7,563.7,4162.6,8595,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,413,4,11,40,120,45,135,0.00218,33891,2721.6,394.9,92.5,1.26,76.6,637.5,8.0,8890.5,112.0,931,241.5,191.8,843.34,103.49,0.44,0.95,20.6,739.4,39.9,98.3,6.6,144.8,0.891,0.5,26.7392290249433,18.7,12240.9,195.2,10343.6,1269.3,9068.8,20681.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,414,4,3,80,0,90,0,0.00218,32550,3129.84,430.5,100.6,2.13,76.6,731.4,15.6,9796.5,208.7,831,232.6,189,660.12,86.19,0.4,0.9,18.7,675.2,29.2,64.2,4.5,97.9,0.885,0.464,17.8231292517007,16.3,8444.2,134.7,7135.4,931.6,7298.7,15365.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,415,4,6,200,0,225,0,0.00218,33891,2880.36,387.3,90.9,1.96,76.5,676.0,13.3,9427.9,184.8,851,218.3,181.1,853.46,110.09,0.55,1.1,17,706,46.3,112,7.6,166,0.886,0.511,26.2040816326531,18.4,12053.2,192.2,10184.9,1313.8,8425,19923.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4,2014,IL,Urbana,High,416,4,14,40,240,45,270,0.00218,34082,2880.36,438.8,102.6,1.18,76.6,673.5,7.9,9445.5,111.5,791,226.9,165.5,883.79,98.1,0.57,1.26,27.1,577,44.2,149.6,9.3,203.1,0.9,0.567,30.7981859410431,18.7,14051.6,224.1,11873.6,1318,7751.3,20942.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,101,1,4,120,0,135,0,0.00232,27878,964,100,100,1.32,0.0,964.0,12.7,11059.0,146.0,825,100,100,972.698329853862,122.301670146138,0.68,1.09,0,825,67.2,127,9.3,203.4,0.888,0.507,37.94078,28.7,13783.8,219.8,11647.3,1464.5,9878.7,22990.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,102,1,1,0,0,0,0,0.00232,27704,728,100,100,0.82,0.0,728.0,6.0,8299.4,68.1,442,100,100,333.763605916829,41.2363940831705,0.51,0.91,0,442,37.8,50.9,4.3,92.9,0.89,0.409,17.9103,27.51,6615.4,105.5,5590,690.6,7402.8,13683.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,103,1,7,240,0,270,0,0.00232,26484,916,100,100,1.45,0.0,916.0,13.3,9982.9,144.8,869,100,100,1176.90225090508,144.097749094916,0.78,1.32,0,869,67.9,155.7,10.7,234.3,0.891,0.537,40.12906,31.75,13955.2,222.5,11792.1,1443.8,8707.1,21943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,104,1,12,40,160,45,180,0.00232,28575,799,100,100,1.67,0.0,799.0,13.3,9395.2,156.9,855,100,100,1173.48647589181,150.513524108193,0.74,1.34,0,855,65.1,161.8,10.9,237.7,0.886,0.539,39.18928,28.46,14285.3,227.8,12071.1,1548.3,8795,22414.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,105,1,6,200,0,225,0,0.00232,30492,863,100,100,1.53,0.0,863.0,13.2,10828.5,165.7,742,100,100,989.345020514733,124.654979485267,0.79,1.27,0,742,64,137.1,9.7,210.8,0.888,0.533,36.01128,30.35,12780.1,203.8,10799.2,1360.7,8099.3,20259.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,106,1,11,40,120,45,135,0.00232,27007,917,100,100,1.45,0.0,917.0,13.3,10191.0,147.8,743,100,100,1015.27462551067,131.725374489333,0.68,1.17,0,743,58.7,138,9.4,206.1,0.885,0.537,38.5673,28.97,13958.4,222.6,11794.8,1530.3,8631.7,21956.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,107,1,10,40,80,45,90,0.00232,27704,844,100,100,1.41,0.0,844.0,11.9,9621.8,135.7,813,100,100,1088.71578947368,135.284210526316,0.64,1.16,0,813,50.5,122.6,8.3,181.4,0.889,0.534,34.54486,28.95,12506.1,199.4,10567.6,1313.1,7891.4,19772.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,108,1,15,80,80,90,90,0.00232,28401,912,100,100,1.44,0.0,912.0,13.1,10658.6,153.5,861,100,100,1158.8147086915,149.185291308501,0.73,1.28,0,861,64.9,153.1,10.5,228.5,0.886,0.534,38.44472,27.72,14158.9,225.8,11964.2,1540.3,8889.4,22393.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,109,1,13,40,200,45,225,0.00232,28575,851,100,100,1.52,0.0,851.0,12.9,10006.7,152.1,738,100,100,1022.08276489313,127.917235106867,0.74,1.28,0,738,63,150.8,10.3,224,0.889,0.541,39.7023,31.07,13944.3,222.4,11783,1474.7,8507.9,21765.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,110,1,8,280,0,315,0,0.00232,22651,771,100,100,1.71,0.0,771.0,13.2,7186.5,122.9,805,100,100,1118.42229030388,143.577709696117,0.83,1.31,0,805,60.3,132.1,9.2,201.6,0.886,0.541,33.1874,29.41,11936.9,190.4,10086.6,1294.9,7260,18641.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,111,1,2,40,0,45,0,0.00232,27007,689,100,100,0.99,0.0,689.0,6.8,7657.2,75.8,581,100,100,611.298065296251,81.7019347037485,0.55,0.9,0,581,43.1,74.3,5.6,123,0.882,0.48,26.97668,28.96,9764.8,155.7,8251.3,1102.8,7842.3,17196.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,112,1,14,40,240,45,270,0.00232,29621,773,100,100,1.67,0.0,773.0,12.9,9422.1,157.3,753,100,100,1026.30465367965,131.695346320346,0.89,1.3,0,753,74.2,147.8,10.7,232.7,0.886,0.537,37.84544,30.24,13452.2,214.5,11367.1,1458.6,8340.1,21165.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,2014,IN,Loam,High,113,1,3,80,0,90,0,0.00232,27878,668,100,100,1.16,0.0,668.0,7.7,7663.3,88.9,703,100,100,854.157529041364,110.842470958636,0.68,1.07,0,703,55.4,105.9,7.7,169,0.885,0.512,33.17832,30.71,11713.8,186.8,9898.2,1284.5,8146.5,19329.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
